Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Services_500m,Trees_500m
West Melbourne,9/24 Ireland St,1,u,550000.0,S,Nelson,2016-05-07,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne City Council,-37.8076,144.9456,Northern Metropolitan,2230.0,2.0,1379
West Melbourne,108/33 Jeffcott St,3,u,660000.0,PI,hockingstuart,2016-05-07,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,Melbourne City Council,-37.8118,144.9526,Northern Metropolitan,2230.0,9.0,912
West Melbourne,2/212 Roden St,2,t,1055000.0,S,Jellis,2016-10-08,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,Melbourne City Council,-37.8094,144.9452,Northern Metropolitan,2230.0,1.0,1028
West Melbourne,9/561 Spencer St,3,u,995000.0,S,Alexkarbon,2017-03-18,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,Melbourne City Council,-37.8076,144.9474,Northern Metropolitan,2230.0,2.0,1473
West Melbourne,6/40 Batman St,3,t,1130000.0,PI,Caine,2016-06-18,1.9,3003.0,3.0,2.0,2.0,116.0,,2002.0,Melbourne City Council,-37.8102,144.9515,Northern Metropolitan,2230.0,6.0,1275
West Melbourne,209/5 Stawell St,1,u,443000.0,S,Nelson,2016-09-24,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,Melbourne City Council,-37.806,144.942,Northern Metropolitan,2230.0,1.0,964
West Melbourne,7/88 Ireland St,3,t,1120000.0,S,Jellis,2017-02-25,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,Melbourne City Council,-37.8067,144.9435,Northern Metropolitan,2230.0,1.0,1192
West Melbourne,11/24 Ireland St,1,u,482000.0,SP,Nelson,2016-07-26,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,Melbourne City Council,-37.8076,144.9456,Northern Metropolitan,2230.0,2.0,1379
West Melbourne,5/467 King St,2,u,620000.0,S,Jellis,2016-05-28,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,Melbourne City Council,-37.8091,144.952,Northern Metropolitan,2230.0,5.0,1425
West Melbourne,44 Miller St,4,h,2100000.0,S,Brad,2016-05-28,1.9,3003.0,4.0,1.0,0.0,440.0,,,Melbourne City Council,-37.8056,144.9463,Northern Metropolitan,2230.0,2.0,1666
West Melbourne,19/33 Jeffcott St,3,u,601000.0,S,MICM,2016-07-30,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne City Council,-37.8118,144.9526,Northern Metropolitan,2230.0,9.0,912
Carlton,46/121 Rathdowne St,3,u,735000.0,SP,Woodards,2016-12-03,1.8,3053.0,3.0,1.0,2.0,3455.0,,,Melbourne City Council,-37.8042,144.9691,Northern Metropolitan,6786.0,10.0,1610
Carlton,22 Faraday St,2,h,1460000.0,S,Nelson,2017-03-04,1.8,3053.0,2.0,1.0,0.0,99.0,,,Melbourne City Council,-37.7992,144.9738,Northern Metropolitan,6786.0,5.0,1353
Carlton,8/31 Bouverie St,3,u,860000.0,PI,Woodards,2016-06-04,1.8,3053.0,2.0,2.0,1.0,0.0,109.0,1994.0,Melbourne City Council,-37.8052,144.9604,Northern Metropolitan,6786.0,4.0,1484
Carlton,40 Carlton St,3,h,1662000.0,S,Nelson,2016-05-07,1.8,3053.0,3.0,1.0,0.0,118.0,,,Melbourne City Council,-37.8009,144.9729,Northern Metropolitan,6786.0,9.0,1211
Carlton,254 Faraday St,3,h,1590000.0,SP,Woodards,2016-05-07,1.8,3053.0,2.0,2.0,2.0,100.0,106.0,1900.0,Melbourne City Council,-37.7983,144.9655,Northern Metropolitan,6786.0,8.0,1275
Carlton,111/101 Grattan St,2,u,610250.0,S,Nelson,2016-05-07,1.8,3053.0,2.0,1.0,1.0,0.0,72.0,1994.0,Melbourne City Council,-37.8009,144.9662,Northern Metropolitan,6786.0,11.0,1584
Carlton,83 Princes St,2,h,720000.0,PI,hockingstuart,2016-05-07,1.8,3053.0,2.0,1.0,1.0,117.0,71.0,1890.0,Melbourne City Council,-37.793,144.9728,Northern Metropolitan,6786.0,3.0,1027
Carlton,83 Cardigan St,2,h,840000.0,SP,Jellis,2016-10-08,1.8,3053.0,2.0,1.0,0.0,66.0,81.0,1900.0,Melbourne City Council,-37.8049,144.9644,Northern Metropolitan,6786.0,7.0,1473
Carlton,704/668 Swanston St,2,u,795000.0,S,Nelson,2016-12-10,1.8,3053.0,2.0,2.0,1.0,0.0,,,Melbourne City Council,-37.8009,144.9642,Northern Metropolitan,6786.0,10.0,1433
Carlton,8/220 Elgin St,2,u,705000.0,S,Harrington,2016-11-12,1.8,3053.0,2.0,1.0,1.0,0.0,70.0,2000.0,Melbourne City Council,-37.7969,144.9669,Northern Metropolitan,6786.0,7.0,1438
Carlton,268 Faraday St,1,u,435000.0,S,Woodards,2016-08-13,1.8,3053.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7982,144.9651,Northern Metropolitan,6786.0,8.0,1222
Carlton,176 Cardigan St,4,h,1630100.0,S,Ascend,2016-05-14,1.8,3053.0,4.0,2.0,0.0,132.0,195.0,1890.0,Melbourne City Council,-37.801,144.9656,Northern Metropolitan,6786.0,11.0,1560
Carlton,102/479 Cardigan St,2,u,480000.0,VB,Jellis,2016-05-14,1.8,3053.0,2.0,1.0,1.0,0.0,,2012.0,Melbourne City Council,-37.7939,144.9663,Northern Metropolitan,6786.0,5.0,1022
Carlton,136 Faraday St,4,h,1600000.0,PI,hockingstuart,2016-05-14,1.8,3053.0,4.0,2.0,1.0,635.0,,,Melbourne City Council,-37.7988,144.97,Northern Metropolitan,6786.0,10.0,1950
Carlton,403/20 Reeves St,2,u,500000.0,S,Harrington,2016-05-14,1.8,3053.0,2.0,2.0,1.0,0.0,65.0,2010.0,Melbourne City Council,-37.7929,144.9705,Northern Metropolitan,6786.0,3.0,1236
Carlton,18 Pitt St,3,h,920000.0,SP,Woodards,2016-10-15,1.8,3053.0,3.0,1.0,0.0,121.0,,,Melbourne City Council,-37.7957,144.9725,Northern Metropolitan,6786.0,5.0,1526
Carlton,99 Neill St,3,h,1600000.0,SP,Nelson,2016-09-17,1.8,3053.0,2.0,3.0,1.0,0.0,192.0,,Melbourne City Council,-37.7945,144.9718,Northern Metropolitan,6786.0,5.0,1439
Carlton,100 Faraday St,2,h,1010000.0,S,Jellis,2017-03-18,1.8,3053.0,2.0,1.0,0.0,101.0,60.0,1880.0,Melbourne City Council,-37.7989,144.9713,Northern Metropolitan,6786.0,9.0,1824
Carlton,14/52 Leicester St,3,u,875000.0,S,Jellis,2017-03-18,1.8,3053.0,3.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8052,144.9604,Northern Metropolitan,6786.0,4.0,1484
Carlton,34 Barkly St,2,h,1170000.0,S,Nelson,2016-06-18,1.8,3053.0,2.0,1.0,1.0,144.0,81.0,1890.0,Melbourne City Council,-37.7984,144.9738,Northern Metropolitan,6786.0,5.0,1423
Carlton,436 Lygon St,4,h,1260000.0,PI,Nelson,2016-06-18,1.8,3053.0,4.0,1.0,2.0,151.0,,,Melbourne City Council,-37.7965,144.9679,Northern Metropolitan,6786.0,8.0,1639
Carlton,205/37 Palmerston St,2,u,600000.0,PI,Woodards,2016-05-22,1.8,3053.0,2.0,2.0,1.0,0.0,67.0,2013.0,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786.0,6.0,1365
Carlton,309/20 Reeves St,1,u,310000.0,PI,hockingstuart,2016-05-22,1.8,3053.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7929,144.9705,Northern Metropolitan,6786.0,3.0,1236
Carlton,99 Neill St,3,h,1550000.0,VB,Nelson,2016-08-22,1.8,3053.0,2.0,3.0,1.0,0.0,192.0,,Melbourne City Council,-37.7945,144.9718,Northern Metropolitan,6786.0,5.0,1439
Carlton,32 Dorrit St,4,h,2033000.0,S,Nelson,2016-04-23,1.8,3053.0,2.0,2.0,2.0,123.0,,,Melbourne City Council,-37.7998,144.9665,Northern Metropolitan,6786.0,11.0,1541
Carlton,2/105 Neill St,3,u,1110000.0,S,Nelson,2016-09-24,1.8,3053.0,3.0,2.0,1.0,0.0,,,Melbourne City Council,-37.7946,144.9716,Northern Metropolitan,6786.0,5.0,1510
Carlton,21 Grattan St,4,h,2705000.0,S,Jellis,2017-02-25,1.8,3053.0,4.0,2.0,2.0,0.0,,,Melbourne City Council,-37.8012,144.9689,Northern Metropolitan,6786.0,14.0,1722
Carlton,130 Rathdowne St,4,h,1616000.0,S,Woodards,2017-02-25,1.8,3053.0,4.0,1.0,0.0,152.0,139.0,1890.0,Melbourne City Council,-37.7966,144.9709,Northern Metropolitan,6786.0,7.0,1961
Carlton,13/25 Barkly St,2,u,585000.0,S,Walshe,2016-11-27,1.8,3053.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7985,144.9745,Northern Metropolitan,6786.0,4.0,1204
Carlton,73 Palmerston St,4,h,1162000.0,S,Woodards,2016-11-27,1.8,3053.0,4.0,1.0,0.0,121.0,,,Melbourne City Council,-37.7967,144.9724,Northern Metropolitan,6786.0,7.0,1687
Carlton,30/188 Faraday St,2,u,589000.0,S,Nelson,2016-05-28,1.8,3053.0,2.0,1.0,1.0,0.0,63.0,1999.0,Melbourne City Council,-37.7986,144.9682,Northern Metropolitan,6786.0,12.0,1806
Carlton,425 Cardigan St,4,h,2345000.0,S,Woodards,2016-08-28,1.8,3053.0,4.0,1.0,1.0,284.0,,,Melbourne City Council,-37.7962,144.9659,Northern Metropolitan,6786.0,7.0,1198
Carlton,27 Faraday St,2,h,1117000.0,S,Woodards,2016-08-28,1.8,3053.0,2.0,1.0,0.0,128.0,92.0,1890.0,Melbourne City Council,-37.7996,144.9737,Northern Metropolitan,6786.0,6.0,1309
Carlton,12/209 Cardigan St,2,u,600000.0,VB,Nelson,2016-07-30,1.8,3053.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8018,144.965,Northern Metropolitan,6786.0,10.0,1593
Carlton,24 Pitt St,2,h,957000.0,S,Woodards,2016-07-30,1.8,3053.0,2.0,1.0,1.0,122.0,,,Melbourne City Council,-37.7957,144.9724,Northern Metropolitan,6786.0,5.0,1542
East Melbourne,110 Vale St,2,h,4525000.0,S,Caine,2016-12-03,1.5,3002.0,2.0,2.0,1.0,220.0,279.0,,Melbourne City Council,-37.8181,144.9879,Northern Metropolitan,3040.0,6.0,552
East Melbourne,124 Powlett St,3,h,3520000.0,S,Jellis,2016-06-04,1.5,3002.0,2.0,2.0,3.0,364.0,,,Melbourne City Council,-37.8127,144.9861,Northern Metropolitan,3040.0,10.0,1805
East Melbourne,37/22 Agnes St,2,u,740000.0,SP,Woodards,2016-10-08,1.5,3002.0,2.0,0.0,0.0,0.0,,,Melbourne City Council,-37.8177,144.9801,Northern Metropolitan,3040.0,10.0,1673
East Melbourne,6/45 Gipps St,1,u,1015000.0,S,Caine,2016-10-08,1.5,3002.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8136,144.9892,Northern Metropolitan,3040.0,4.0,1201
East Melbourne,706/30 St Andrews Pl,2,u,1400000.0,S,Caine,2016-10-08,1.5,3002.0,2.0,2.0,1.0,0.0,,,Melbourne City Council,-37.8118,144.9762,Northern Metropolitan,3040.0,23.0,2023
East Melbourne,203/140 Gipps St,2,u,1935000.0,SP,Nelson,2016-07-16,1.5,3002.0,2.0,2.0,2.0,0.0,150.0,2010.0,Melbourne City Council,-37.8127,144.9847,Northern Metropolitan,3040.0,13.0,2310
East Melbourne,496 Victoria Pde,4,h,1475000.0,S,Frank,2016-06-18,1.5,3002.0,2.0,1.0,1.0,179.0,,,Melbourne City Council,-37.8099,144.9879,Northern Metropolitan,3040.0,6.0,932
East Melbourne,1/187 George St,2,u,700000.0,PI,Harcourts,2016-08-22,1.5,3002.0,2.0,2.0,1.0,0.0,65.0,1970.0,Melbourne City Council,-37.8153,144.9842,Northern Metropolitan,3040.0,14.0,2045
East Melbourne,6/108 George St,1,u,565000.0,SP,Caine,2016-09-24,1.5,3002.0,1.0,1.0,0.0,0.0,,,Melbourne City Council,-37.8153,144.9868,Northern Metropolitan,3040.0,9.0,1440
East Melbourne,2/35 Powlett St,2,u,900000.0,SP,Caine,2017-02-25,1.5,3002.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8154,144.9851,Northern Metropolitan,3040.0,12.0,1888
East Melbourne,11/201 Wellington Pde S,1,u,630000.0,SP,Caine,2017-02-25,1.5,3002.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8168,144.9787,Northern Metropolitan,3040.0,8.0,2335
East Melbourne,7/45 Gipps St,1,u,750000.0,SP,Caine,2016-05-28,1.5,3002.0,2.0,1.0,0.0,0.0,46.0,1930.0,Melbourne City Council,-37.8136,144.9892,Northern Metropolitan,3040.0,4.0,1201
East Melbourne,9/35 Powlett St,2,u,872000.0,S,Dingle,2016-05-28,1.5,3002.0,0.0,0.0,0.0,0.0,,,Melbourne City Council,-37.8154,144.9851,Northern Metropolitan,3040.0,12.0,1888
East Melbourne,38/22 Agnes St,2,u,765000.0,SP,Woodards,2016-08-28,1.5,3002.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8177,144.9801,Northern Metropolitan,3040.0,10.0,1673
Docklands,2305/241 Harbour Esp,1,u,360000.0,VB,RT,2016-12-10,1.9,3008.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8133,144.9433,Southern Metropolitan,4707.0,7.0,817
Docklands,202/440 Docklands Dr,4,t,1370000.0,S,Raine,2016-08-13,1.9,3008.0,4.0,2.0,2.0,0.0,,,Melbourne City Council,-37.8141,144.9387,Southern Metropolitan,4707.0,9.0,1350
Docklands,1508/50 Lorimer St,2,u,800000.0,VB,RT,2016-06-27,1.9,3008.0,2.0,2.0,2.0,0.0,128.0,,Melbourne City Council,-37.8249,144.9476,Southern Metropolitan,4707.0,7.0,1518
Melbourne,501/318 Little Lonsdale St,1,u,432000.0,S,Greg,2017-05-06,2.8,3000.0,1.0,1.0,1.0,0.0,,2001.0,Melbourne City Council,-37.8116,144.9603,Northern Metropolitan,17496.0,22.0,886
Melbourne,601/616 Little Collins St,4,u,1850000.0,VB,hockingstuart,2017-04-08,2.8,3000.0,4.0,2.0,1.0,0.0,213.0,1938.0,Melbourne City Council,-37.8177,144.9544,Northern Metropolitan,17496.0,5.0,717
Melbourne,2208/380 Little Lonsdale St,1,u,333000.0,SP,Biggin,2017-04-08,2.8,3000.0,1.0,1.0,0.0,0.0,41.0,2010.0,Melbourne City Council,-37.8122,144.9582,Northern Metropolitan,17496.0,16.0,992
Melbourne,402/455 Elizabeth St,2,u,452000.0,S,RT,2017-05-13,2.8,3000.0,2.0,1.0,0.0,0.0,60.0,2006.0,Melbourne City Council,-37.8084,144.9602,Northern Metropolitan,17496.0,14.0,1057
Melbourne,1101/265 Exhibition St,3,u,895000.0,S,hockingstuart,2017-04-22,2.8,3000.0,3.0,2.0,3.0,0.0,,,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496.0,17.0,1274
Melbourne,203/551 Flinders La,1,u,275000.0,VB,Whiting,2017-04-22,2.8,3000.0,1.0,1.0,0.0,0.0,52.0,2000.0,Melbourne City Council,-37.8199,144.9558,Northern Metropolitan,17496.0,11.0,704
Melbourne,1201/565 Flinders St,2,u,683000.0,S,MICM,2017-04-22,2.8,3000.0,2.0,2.0,1.0,1136.0,88.0,2009.0,Melbourne City Council,-37.8211,144.9559,Northern Metropolitan,17496.0,13.0,659
Melbourne,204/300 Swanston St,2,u,640000.0,VB,Greg,2017-04-22,2.8,3000.0,2.0,1.0,1.0,0.0,66.0,2005.0,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496.0,21.0,809
Parkville,13/54 The Avenue,3,u,835000.0,S,Nelson,2017-05-06,2.6,3052.0,3.0,1.0,1.0,0.0,,1978.0,Melbourne City Council,-37.7867,144.9572,Northern Metropolitan,2309.0,1.0,4800
Parkville,21 Morrah St,4,h,3970000.0,S,Collins,2017-05-13,2.6,3052.0,4.0,3.0,1.0,289.0,,,Melbourne City Council,-37.7959,144.9569,Northern Metropolitan,2309.0,6.0,3652
Parkville,55 Park Dr,3,h,2790000.0,S,Collins,2017-05-20,2.6,3052.0,3.0,2.0,1.0,180.0,120.0,1890.0,Melbourne City Council,-37.7961,144.9538,Northern Metropolitan,2309.0,9.0,4714
South Yarra,2/63 Domain St,3,u,920000.0,S,Williams,2017-05-13,3.3,3141.0,3.0,1.0,1.0,0.0,,1970.0,Melbourne City Council,-37.836,144.9782,Southern Metropolitan,14887.0,3.0,1356
South Yarra,3/555 Punt Rd,2,u,642000.0,S,Kay,2017-05-13,3.3,3141.0,2.0,1.0,1.0,595.0,,,Melbourne City Council,-37.8422,144.9855,Southern Metropolitan,14887.0,3.0,1100
South Yarra,13/47 Marne St,1,u,390500.0,SP,hockingstuart,2017-04-29,3.3,3141.0,1.0,1.0,0.0,775.0,46.0,1960.0,Melbourne City Council,-37.8354,144.984,Southern Metropolitan,14887.0,3.0,1107
South Yarra,9/21 Park La,3,u,2050000.0,S,Kay,2017-04-29,3.3,3141.0,3.0,2.0,2.0,3197.0,,,Melbourne City Council,-37.8446,144.9844,Southern Metropolitan,14887.0,4.0,907
Carlton,2/100 Keppel St,2,t,960000.0,VB,Nelson,2017-05-20,1.8,3053.0,2.0,2.0,1.0,0.0,90.0,1860.0,Melbourne City Council,-37.7947,144.9724,Northern Metropolitan,6786.0,5.0,1356
Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,2017-04-22,1.8,3053.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne City Council,-37.7973,144.9712,Northern Metropolitan,6786.0,7.0,1871
Carlton,20/264 Drummond St,1,u,490000.0,S,hockingstuart,2017-04-29,1.8,3053.0,1.0,1.0,1.0,0.0,51.0,2009.0,Melbourne City Council,-37.7998,144.9689,Northern Metropolitan,6786.0,15.0,1916
Carlton,10/3 Lytton St,2,u,500000.0,VB,Peter,2017-04-29,1.8,3053.0,2.0,1.0,1.0,4076.0,,,Melbourne City Council,-37.7941,144.9678,Northern Metropolitan,6786.0,5.0,1241
East Melbourne,402/166 Wellington Pde,1,u,503000.0,S,Biggin,2017-04-08,1.5,3002.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8161,144.9845,Northern Metropolitan,3040.0,10.0,1667
East Melbourne,4/24 Hotham St,2,u,810000.0,S,Biggin,2017-05-13,1.5,3002.0,2.0,1.0,1.0,944.0,,,Melbourne City Council,-37.8144,144.9896,Northern Metropolitan,3040.0,2.0,1118
East Melbourne,127 Gipps St,4,h,4275000.0,S,Caine,2017-05-20,1.5,3002.0,4.0,2.0,2.0,326.0,,1970.0,Melbourne City Council,-37.8133,144.9865,Northern Metropolitan,3040.0,8.0,1746
Kensington,303/62 Altona St,1,u,355000.0,SP,Edward,2017-04-08,4.2,3031.0,1.0,1.0,1.0,2581.0,,,Melbourne City Council,-37.7979,144.9265,Northern Metropolitan,5263.0,3.0,1777
Kensington,20 Bradfield La,1,t,425000.0,SA,Biggin,2017-04-08,4.2,3031.0,1.0,1.0,1.0,0.0,46.0,2000.0,Melbourne City Council,-37.7886,144.9253,Northern Metropolitan,5263.0,3.0,1527
Kensington,217/71 Henry St,2,u,535000.0,SP,Pagan,2017-04-08,4.2,3031.0,2.0,2.0,1.0,2592.0,70.0,2012.0,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0,6.0,2199
Kensington,10/2 Howlett St,2,u,500000.0,S,Edward,2017-04-08,4.2,3031.0,2.0,1.0,1.0,0.0,86.0,2000.0,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263.0,2.0,1665
Kensington,9/11 Smith St,2,u,525000.0,VB,Edward,2017-05-13,4.2,3031.0,2.0,1.0,1.0,0.0,73.0,2011.0,Melbourne City Council,-37.7912,144.9318,Northern Metropolitan,5263.0,4.0,1311
Kensington,16 Altona St,2,h,1110000.0,S,Nelson,2017-05-20,4.2,3031.0,2.0,1.0,0.0,155.0,,,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan,5263.0,3.0,2472
Kensington,4/26 Barnett St,3,t,917500.0,S,Nelson,2017-05-20,4.2,3031.0,3.0,1.0,1.0,98.0,101.0,1997.0,Melbourne City Council,-37.791,144.9323,Northern Metropolitan,5263.0,2.0,1197
Kensington,109/18 Bent St,2,u,730000.0,SP,Rendina,2017-05-20,4.2,3031.0,2.0,2.0,1.0,2135.0,,2012.0,Melbourne City Council,-37.7956,144.935,Northern Metropolitan,5263.0,2.0,1340
Kensington,2/2 McCracken St,2,t,811000.0,SP,Biggin,2017-05-20,4.2,3031.0,2.0,1.0,0.0,113.0,,,Melbourne City Council,-37.7898,144.9276,Northern Metropolitan,5263.0,4.0,1749
Kensington,23 Wakefield St,3,h,1190000.0,S,Rendina,2017-05-20,4.2,3031.0,3.0,2.0,1.0,180.0,,,Melbourne City Council,-37.7973,144.9208,Northern Metropolitan,5263.0,1.0,2480
Kensington,33 Chelmsford St,2,h,903000.0,S,Rendina,2017-04-22,4.2,3031.0,2.0,1.0,0.0,184.0,,,Melbourne City Council,-37.7964,144.9339,Northern Metropolitan,5263.0,2.0,1233
Kensington,41 Kensington Rd,3,h,902500.0,S,Rendina,2017-04-22,4.2,3031.0,3.0,1.0,1.0,0.0,125.0,2003.0,Melbourne City Council,-37.7954,144.9259,Northern Metropolitan,5263.0,6.0,2366
Kensington,33 McCracken St,4,h,1817000.0,SP,Hodges,2017-04-22,4.2,3031.0,4.0,2.0,1.0,309.0,,,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263.0,5.0,2023
Kensington,2/75 McCracken St,2,u,528000.0,S,Nelson,2017-04-22,4.2,3031.0,2.0,1.0,1.0,0.0,,1975.0,Melbourne City Council,-37.7928,144.9279,Northern Metropolitan,5263.0,4.0,2367
Kensington,420 Arden St,2,h,1000000.0,VB,Nelson,2017-04-29,4.2,3031.0,2.0,1.0,0.0,159.0,,,Melbourne City Council,-37.7985,144.9307,Northern Metropolitan,5263.0,2.0,1635
Kensington,310/71 Henry St,1,u,380000.0,VB,Edward,2017-04-29,4.2,3031.0,1.0,1.0,1.0,2592.0,,,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0,6.0,2199
Kensington,33 McCracken St,4,h,1817000.0,SP,Hodges,2017-04-29,4.2,3031.0,4.0,2.0,1.0,309.0,,,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263.0,5.0,2023
North Melbourne,41 Chapman St,3,h,2161000.0,S,Nelson,2017-05-13,2.3,3051.0,3.0,2.0,1.0,230.0,245.0,1900.0,Melbourne City Council,-37.7987,144.9434,Northern Metropolitan,6821.0,5.0,1841
North Melbourne,5 Murphy St,3,h,1485000.0,S,Jellis,2017-05-20,2.3,3051.0,3.0,1.0,1.0,198.0,95.0,1968.0,Melbourne City Council,-37.8029,144.9459,Northern Metropolitan,6821.0,2.0,1753
Southbank,2402/163 City Rd,2,u,505000.0,S,Dixon,2017-04-08,1.2,3006.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8242,144.9626,Southern Metropolitan,8400.0,14.0,1145
Southbank,4/5 Miles St,2,u,595000.0,S,RT,2017-04-08,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,1998.0,Melbourne City Council,-37.8288,144.9679,Southern Metropolitan,8400.0,2.0,1118
Southbank,51/88 Wells St,2,u,580000.0,VB,MICM,2017-04-08,1.2,3006.0,2.0,1.0,1.0,0.0,79.0,1995.0,Melbourne City Council,-37.8273,144.9685,Southern Metropolitan,8400.0,13.0,1672
Southbank,9/120 Sturt St,2,u,580000.0,SA,William,2017-05-13,1.2,3006.0,2.0,1.0,1.0,0.0,70.0,1994.0,Melbourne City Council,-37.8248,144.9667,Southern Metropolitan,8400.0,21.0,1562
West Melbourne,218 Adderley St,3,h,1750000.0,S,Woodards,2017-05-13,1.9,3003.0,3.0,1.0,1.0,160.0,,1870.0,Melbourne City Council,-37.8082,144.9451,Northern Metropolitan,2230.0,1.0,1208
West Melbourne,3/212 Roden St,2,t,1013000.0,S,Alexkarbon,2017-05-20,1.9,3003.0,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne City Council,-37.8094,144.9452,Northern Metropolitan,2230.0,1.0,1028
West Melbourne,7/234 Roden St,3,t,1171000.0,S,Alexkarbon,2017-05-20,1.9,3003.0,3.0,2.0,1.0,650.0,,,Melbourne City Council,-37.8098,144.9448,Northern Metropolitan,2230.0,1.0,991
West Melbourne,53 Miller St,2,h,1053000.0,S,Purplebricks,2017-04-22,1.9,3003.0,2.0,1.0,0.0,147.0,,1880.0,Melbourne City Council,-37.8059,144.9459,Northern Metropolitan,2230.0,2.0,1580
West Melbourne,316/145 Roden St,1,u,295000.0,SP,Alexkarbon,2017-04-29,1.9,3003.0,1.0,1.0,1.0,0.0,,2013.0,Melbourne City Council,-37.8084,144.9473,Northern Metropolitan,2230.0,2.0,1307
Carlton,5/50 Barkly St,1,u,350000.0,VB,Woodards,2017-07-01,1.6,3053.0,1.0,1.0,1.0,0.0,30.6,1970.0,Melbourne City Council,-37.79859,144.97336,Northern Metropolitan,6786.0,6.0,1502
Carlton,106/37 Palmerston St,2,u,620000.0,S,Woodards,2017-07-01,1.6,3053.0,2.0,2.0,1.0,0.0,,2013.0,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786.0,6.0,1365
Carlton,113 Station St,3,h,1760000.0,S,Nelson,2017-07-01,1.6,3053.0,3.0,2.0,2.0,151.0,,,Melbourne City Council,-37.79449,144.97406,Northern Metropolitan,6786.0,4.0,1088
Kensington,17/120 Newman St,3,t,967000.0,S,Edward,2017-07-01,3.4,3031.0,3.0,2.0,2.0,0.0,120.0,1999.0,Melbourne City Council,-37.79482,144.92192,Northern Metropolitan,5263.0,1.0,3101
Kensington,10 Rankins Rd,2,h,850000.0,VB,Nelson,2017-07-01,3.4,3031.0,2.0,1.0,0.0,133.0,,,Melbourne City Council,-37.78906,144.93173,Northern Metropolitan,5263.0,1.0,1067
Kensington,3/58 Rankins Rd,1,t,500000.0,VB,Nelson,2017-07-01,3.4,3031.0,1.0,1.0,0.0,142.0,,,Melbourne City Council,-37.79059,144.93145,Northern Metropolitan,5263.0,4.0,1272
Kensington,9/11 Smith St,2,u,535000.0,SP,Edward,2017-07-01,3.4,3031.0,2.0,1.0,1.0,0.0,70.0,2011.0,Melbourne City Council,-37.79122,144.93175,Northern Metropolitan,5263.0,5.0,1325
North Melbourne,8/302 Abbotsford St,2,u,550000.0,S,Nelson,2017-07-01,1.8,3051.0,2.0,1.0,0.0,4563.0,,,Melbourne City Council,-37.79939,144.94635,Northern Metropolitan,6821.0,6.0,1983
North Melbourne,187 Errol St,2,h,962000.0,S,Alexkarbon,2017-07-01,1.8,3051.0,2.0,1.0,0.0,91.0,2.0,,Melbourne City Council,-37.80037,144.94981,Northern Metropolitan,6821.0,7.0,1696
North Melbourne,2E Princess St,2,t,936000.0,S,Jellis,2017-07-01,1.8,3051.0,2.0,1.0,0.0,0.0,,,Melbourne City Council,-37.80487,144.95705,Northern Metropolitan,6821.0,2.0,1715
Kensington,9/80 Hobsons Rd,3,t,855000.0,S,Nelson,2017-06-03,3.4,3031.0,3.0,2.0,1.0,68.0,,,Melbourne City Council,-37.79554,144.91679,Northern Metropolitan,5263.0,1.0,2529
